key,author,date,stars,title,helpful_yes,helpful_no,text,sentiment,keywords_2
1_bj,KirstenBuckeye,7/13/2020,5,Sweet and Salty Perfection,2,0,My top two favorites of all time are Tonight Dough and Chubby Hubby (tied for first place) and a close second place is Netflix & Chill’d! The brownie pieces were HUGE and the salty sweet combo was just perfection.,Positive,"Tonight Dough ,Chubby Hubby ,Netflix & Chill'd,Brownie pieces,Salty sweet combo"
1_bj,Naughtytink,2/17/2020,5,Perfect ice cream!,9,0,"This is EVERYTHING I want in ice cream! Peanut butter, sweet, salty & just enough chocolate. I hope it becomes a regular flavor.",Positive,"Peanut Butter ,Sweet ,Salty ,Chocolate ,Ice Cream ,Regular Flavor"
1_bj,bluejaysfan_1975,6/8/2020,4,Love it!,0,4,"I love the PB ice cream rather than another flavour with gobs of actual peanut butter* throughout the pint**. The saltiness of the pretzel and chewy bits of fudge make tis quite possibly my new fave-flave. But...Everytime I look at the red couch on the label i can't help but think of tomatoes and thats not a flavour combo I wanna try anytime soon.*** Yuck!
* Don't get me wrong, I loves me some PB gobs but we got enough of those.
** I know that its not a pint here in Canada. But it sounds better than ""2 cup tub o' B & J's""
*** If there IS a Tomato ice cream with chunks of marzipan and marshmallow swirl flavour in the works I'd beg you good folks to reconsider.",Positive," PB ice cream , actual peanut butter , pretzel , chewy bits of fudge , red couch , tomatoes , flavour combo , PB gobs, tub o' B & J's, Tomato ice cream"
1_bj,ambitious07,2/5/2020,5,Amazing,8,1,I am in love with this flavor. I'm a big pb fan and it is very prominent.,Positive,"love, flavor, PB, fan, prominent"
1_bj,Netflixchilledlover,4/3/2020,5,An ALL TIME Favorite!!!!!!,3,0,"This is just simply amazing. I am not one for ice cream but this has changed my perspective, so many perfect flavors wrapped into one. Sweet yet salty, enough toppings in every bite. WOW! I look forward to this every night!",Positive,"Ice cream,Sweet,Salty,Toppings ,Perfect flavors ,Every night ,Perspective changed"
1_bj,AFerg,6/17/2020,2,Way too salty,2,0,"The peanut butter flavor is good and the ice cream is creamy, but the balance of salty to sweet is way off. This tastes like peanut butter ice cream with pure salt swirled through it. The brownies are soft but flavorless, so they do nothing to help balance the flavors. I normally love salty sweet combinations, but this missed the mark.",Negative,"Peanut Butter, Ice Cream, Salty, Sweet, Brownies, Balance, Flavors"
1_bj,,8/28/2020,5,All the best flavors in one,0,0,"The peanut butter, the brownies and the pretzels all together!! So good, perfect amount of sweet and salty. I need more!!!!!",Positive,"peanut butter, brownies, pretzels, sweet, salty, more"
1_bj,Grover15,8/13/2020,5,Delicious!,2,0,"This flavor was AMAZING. I would not change anything about it! I never thought I would find anything better than Half Baked and Tonight Dough, but this flavor definitely made it up there with them.",Positive,"Flavor ,Half Baked ,Tonight Dough ,AMAZING ,Better"
1_bj,Icecreamdream17,7/3/2020,2,Underwheming,2,0,I was really disappointed in this one. Flavors were blah. The peanut butter icecream tasted more like vanilla and hardly any pretzel flavor. Chubby Hubby is a much better choice with similar concept,Negative," Peanut Butter, Vanilla, Pretzel, Chubby Hubby"
1_bj,HBunny,4/21/2020,3,Unique treat,2,0,"Salty and sweet, but could use more brownie chunks and pretzel swirls to achieve sheer perfection! The concept is there but my pint had paltry mix-ins.",Neutral,"Salty ,Sweet ,Brownie chunks ,Pretzel swirls ,Concept ,Mix-ins"
1_bj,Rexx,3/6/2020,5,The taste of happiness,2,0,"Honestly the best ice cream I have ever had. I was expecting good, but this is a game changer. B&J ya'll never let me down!",Positive,"Ice cream,Best,Game changer,B&J"
1_bj,Twizzle,3/31/2020,5,Reminds me of my fave Candy Bar Pie!,2,0,I've be consistently buying this wherever I can! Please don't get rid of this!,Positive,1. buy 2. don't get rid of 3. consistently
1_bj,Jorie,5/17/2020,5,I love this,2,0,Please don’t take this away from me. It is the perfect ice cream.,Positive,"Ice cream,Perfect,Take away"
1_bj,Jroman312,1/19/2020,5,Great taste and worth every penny,11,12,Best Ice Cream ever been buying and loving Ben & Jerry's Ice cream since 2013 thanks keep up the good work,Positive," Ben & Jerry's, Ice Cream, Best, 2013, Good Work"
1_bj,Kitchen82,5/14/2020,5,Best flavor ever ( please make permanent ),0,0,"The first time I tried this I was in love, it's the perfect peanut butter flavor with the perfect amount of sweet and salty, it's amazing & the chocolate brownies add just the right amount of chocolate. I've bought probably 16 pints so far, maybe more. I'm in love!! I look forward to my treat at night and I dont know what I'd do without this flavor. Please please please #Ben&Jerry's dont ever take this one away, Netflix & chill'd needs to become a permanent option. I'll be so sad if y'all stop making this one.",Positive," Peanut Butter, Sweet and Salty, Chocolate Brownies, Ben&Jerry's, Netflix & Chill'd"
1_bj,Mokarran,2/23/2020,4,Pretty good!,2,1,"Great pb flavor! Love the salty pretzel swirl! But the brownie pieces were too big and chewy, like a dog eating pb. I think I’d prefer it with a fudge swirl and larger pretzel pieces. Will try it again, maybe it will have smaller brownie chunks. Peanut Butter World is still my favorite.",Positive,•Peanut Butter•Pretzel•Brownie•Fudge •Swirl •Dog•Favorite
1_bj,Carmalina,9/11/2020,5,New Favorite for Ice Cream Addict,0,0,"I bought a pint of this when it first came out and I ate the whole thing in one sitting. And another the next day. And another the next... this is my FAVORITE flavor, even better than any I've had from any specialty ice cream parlor. It's the epitome of sweet and salty. The pretzels are almost more like sprinkles of salt with a bit of texture, the fudge brownie is dark and rich enough to break up any monotony. I don't want this to ever go away (even if it's responsible for 90% of my quarentine weight gain) :P",Positive,"Ice cream,Favorite flavor,Sweet and salty,Pretzels,Fudge brownie,Dark and rich,Quarantine weight gain"
1_bj,Kkcott,3/31/2020,4,Needs more brownie,4,3,I got the chocolate fudge brownie and yes there is a great amount of brownie but I think the ice cream to brownie ratio should be more brownie less ice cream!,Negative," Chocolate, Fudge, Brownie, Ice Cream, Ratio"
1_bj,Lexa,4/8/2020,5,Bomb Bomb BOMB dot com,1,0,B&J did it again. The creamy smooth texture of the peanut ice cream contrasted with the swirl of salty pretzel goodness engaged with nice healthy chunks of brownies. Perfect combination of flavor and texture. Thank you B&J for making another wonderful creation. You guys rock!,Positive," B&J, Peanut Ice Cream, Salty Pretzel, Brownies, Creamy Smooth Texture, Flavor, Texture, Wonderful Creation"
1_bj,gabby606,5/31/2020,5,Simply amazing,1,0,I finally got around to trying this flavor and I’m so glad that I did! I’ve been buying Ben & Jerry’s for the past 15+ years and this is one of the best flavors I’ve ever had. The flavor of the peanut butter ice cream itself is incredible. I’m thoroughly impressed.,Positive,1. Ben & Jerry's 2. Peanut Butter 3. Ice Cream 4. 15 years 5. Best flavor 6. Impressed
1_bj,Tcrave,3/29/2020,3,Way too salty,4,4,"Honestly I think maybe I just got a bad one from the grocery store. The flavors were good but it was just SOOOO salty. I will probably try it again though, hopefully it was just a goofed pint",Negative,"review, flavors, salty, hopefully, goofed pint"
1_bj,mc12345,6/23/2020,1,"Too salty, not sweet",3,3,"This was the worst ice cream I’ve ever had. Peanut butter flavor mixed with pretzel is way too salty. There is almost no brownie, and the brownie pieces have no flavor. This would have been better if it was chocolate ice cream or chocolate fudge mixed in.",Negative,"Ice cream,Peanut butter,Pretzel,Brownie,Chocolate,Fudge"
1_bj,AnabolicAlbert,6/17/2020,4,Sweet N Salty,1,0,"Peanut flavor is exceptionally bold and delicious, however the saltiness is oddly mixed in, I’ve had bites of mild salty pretzel and really really salty bites. Could do a little better in that regard.",Neutral,"Peanut flavor ,Bold ,Delicious ,Saltiness ,Mild salty ,Really salty"
1_bj,Marise,4/29/2020,5,My Favorite flavour,1,0,I bought this 3 days ago and just bought a second tub! Its absolutely perfect. I love the salty swirls and the brownies are soft and delicious. Please keep this flavour!,Positive,"Bought ,Second tub ,Perfect ,Salty swirls ,Brownies ,Soft ,Delicious ,Keep flavour"
1_bj,TJSmith,6/9/2020,1,Not good.,3,3,The peanut butter ice cream was chalky and salty. The brownies were made with a very bitter chocolate. The pretzels were in a mushy mass and did not look appetizing. This was probably the only B&J ice cream I have not liked.,Negative," Peanut butter, Ice cream , Chalky, Salty, Brownies, Bitter chocolate, Pretzels, Mushy, B&J"
1_bj,suzi,6/22/2020,1,"Not very good, sorry",3,6,"I am a fan of peanut butter cup and cookie dough, and birthday cake. But I think this one is too much. A simple peanut butter flavor with brownies and why not bananas would have been enough. Why the ""pretzels""? It tasted like uncooked dough. at least put real pieces of mini crunchy pretzel. I'm even surprised netflix associated their name to this ice cream :(",Negative,"Peanut Butter,Cookie Dough,Birthday Cake,Brownies,Bananas,Pretzels,Netflix"
1_bj,Katty1002,6/10/2020,5,Best Ice Cream Flavor!,1,0,"Just tried this flavor and it’s officially my favorite! Perfect balance of sweet, salty and savory. The little bits of fudge are also SOOOOOOO GOOD! Can’t get enough",Positive,"favorite,sweet,salty,savory,fudge,SOOOOOOO GOOD"
1_bj,Weimerallie,3/19/2020,1,Soooo Salty. Yuck,10,20,"Not a fan of this flavor at all. Seemed to have the makings of an awesome icecream with all sweet and salty components, however, the pretzel swirls were so salty it made me gag. 0/10 would not recommend",Negative,"Not a fan,Awesome icecream,sweet and salty components,pretzel swirls,salty,gag,0,10,not recommend"
1_bj,SteveInChCh,6/21/2020,1,One of the worst tastes ever,5,6,"I really enjoy different ice cream flavors, but this is just disgusting.",Negative,"ice cream, enjoy, disgusting"
1_bj,ogremach,4/24/2020,3,"great flavor, gritty texture",1,1,"Looked high and low for the new flavor and was excited to try (peanut butter is my favorite). The flavor of the peanut butter ice cream was not overpowering as I was concerned, but pleasant. I was disturbed by the texture of the ice cream. It felt gritty and the brownie batter swirl had a taste like chocolate, but was the consistency of taffy. Not my favorite flavor.",Negative,"Peanut Butter ,Ice Cream ,Overpowering ,Texture ,Gritty ,Brownie Batter ,Swirl ,Chocolate ,Taffy"
1_bj,dino19,7/10/2020,1,Not my favorite flavor :(,1,1,"I’m eating this now, and it’s getting harder and harder to eat. The pretzel swirls are strangely too salty and the brownie pieces are too mushy. The peanut butter ice cream is okay. The combination of everything together just doesn’t work for me. Maybe it needs some texture? Some crunch? I still love you, Ben & Jerry’s!! I’ll stick to Phish Food and Gimme S’more.",Negative," Pretzel , Swirls , Salt , Brownie , Pieces , Mushy , Peanut Butter , Ice Cream , Texture , Crunch , Ben & Jerry's , Phish Food"
1_bj,Shar,3/29/2020,5,Great!,1,0,Amazing flavors and amazing taste. One of my top 3.,Positive," Amazing , Flavors , Taste , Top 3"
1_bj,RedCoyote,4/29/2020,2,Salt Explosion,2,3,"If you, like a horse, enjoy licking salt... than this is the ice cream for you. I really wish that the brownie parts were bigger and more brownie like. Also the pretzel dough bites are more like bits of playdough when it comes to flavor, and the added saltiness. Good Idea on paper, not so much in taste.",Neutral,"Horse, salt, ice cream, brownie, pretzel dough, bites, flavor, saltiness, good idea, taste"
1_bj,Sammy,6/24/2020,1,Nope,3,3,"How did Netflix approve this flavour? It’s been in my freezer for days, which never happens :/",Negative,"Netflix, approve, flavour, freezer, days"
1_bj,,4/11/2020,5,Honestly,0,0,"I bought this for the first time a few months ago, and wow. I was floored. This icecream is the most perfect balance of flavours ive ever experienced in a BJ pint. It is salty and sweet, but not too sweet as I find many BJ flavors, and not too salty.",Positive," Ice Cream , Balanced Flavours , Salty , Sweet , B.J. Pint , Too Sweet , Too Salty"
1_bj,RoyK,4/23/2020,1,Anticlimactic,3,6,"I was excited to buy this flavor but was quickly disappointed. To me the brownies tasted of rye bread, the ice cream was gritty (not in a good way, either). There was flavor of pretzel but I saw no pieces. I will probably go back to Phish Food next time.",Negative," Flavor , Rye Bread , Gritty , Pretzel , Phish Food"
1_bj,Sydsscoops,5/27/2020,3,Great concept that needs some tweaking in the lab,1,1,"I wanted to love this flavor. What’s not to like? Peanut butter ice cream with pretzel swirls and brownie pieces—should be a hit. It is not. First, the peanut butter ice cream is WAY too salty. I agree some salt is needed to offset what could otherwise be a cloyingly sweet peanut butter flavor, but this kills any semblance of peanut butter flavor and is unnecessary given the pretzel swirls. Second, why pretzel swirls and not pieces or chunks? The swirls are weirdly soft and barely evoke the sense of eating a pretzel. Finally, the brownie chunks were just weird. They are the same ones as in Half Baked, where they work beautifully. Here, I respect the need to bring in a chocolate component with a peanut butter base, that’s a no-brainer. But why not go with fudge chunks or chips? The brownies brought no flavor to this pint and certainly did not help on texture. A slight re-tooling of the flavors and components would probably make this the ice cream dream the description promised.",Negative,"keywords: peanut butter, pretzel, swirls, brownie, salty, sweet, Half Baked, fudge, chips, texture, description, dream"
1_bj,Markhardman,3/29/2020,1,To much salt nasty,6,11,Tried it for the 1st time wont ever buy agian way to salty.,Negative,"1. ""Tried it""2. ""1st time""3. ""Wont ever buy again""4. ""Too salty"""
1_bj,,5/12/2020,2,A true review,2,5,"This is probably one of the worst Ben and Jerry ice cream I’ve ever had. I love Ben and Jerry I’ve cream, but this one is just plain bad.",Negative,"Ben and Jerry,Ice Cream ,Worst,Love,Plain Bad"
1_bj,rayray96,4/9/2020,5,I am building a shrine to this flavor,1,0,"Okay, so when I saw this flavor first advertised I was out of my mind excited. I love peanut butter. I love brownies. And I love pretzels. But when I finally tracked it down in stores, I was disappointed because it wasn’t what I was expecting it to be. (Also, it melted a lot on the way home that day.)",Negative,"peanut butter ,brownies ,pretzels ,melted"
1_bj,Lexi143,7/28/2020,3,It's Okay...,0,0,"This flavor has such a fun name and sounded amazing, so I recently purchased it. It's not bad by any means, but I found myself wishing there was more sweetness and/or chocolate throughout it. I found the peanut butter and pretzel combo made it a bit on the saltier side, and it would have been nice to have some additional sweetness (like a caramel swirl or chocolate ice cream mixed in) to balance it out a bit more.",Neutral," Flavor, Peanut Butter, Pretzel, Sweetness, Chocolate, Caramel Swirl, Chocolate Ice Cream"
1_bj,Not Tryna be a Karen,7/21/2020,3,Missing the mark.,0,0,I love the peanut butter ice cream base. Very delicious and unexpected.,Positive," Peanut Butter, Ice Cream , Delicious , Unexpected"
1_bj,Lukas,6/10/2020,1,Worst flavor I’ve had,2,2,Probably the worst B&J’s flavor I’ve ever tried. What a waste of calories,Negative,"B&J's, flavor, worst, waste, calories"
1_bj,Hdg3327,6/19/2020,5,This ice cream is the chip!,0,0,"Bought this as soon as I saw it in store last week. If you don't like sweet and salty stuff, this is not for you. As other reviewers said: I enjoy the milk chocolate, lighter, ice cream with chocolate chunks. The ""chips"" come in little balls and are surprisingly cripsy and chip tasting. I hope they add these as a permanent flavor! The people who don't like it probably also don't like pineapple on pizza ..",Positive,"Sweet ,Salty ,Milk Chocolate ,Ice Cream ,Chocolate Chunks ,Crispy ,Chip ,Pineapple on Pizza"
1_bj,rayelle,5/15/2020,2,Intense,1,1,"The peanut butter flavor was overwhelming to me and the salty pretzel swirl just layered on the intensity. However, i feel if there were more brownies throughout it would balance out. They all seemed to be clumped into the bottom of mine.",Neutral," peanut butter, salty pretzel, brownies"
1_bj,Sebs2020,6/11/2020,5,Great Combination and Interesting Textures,0,0,"This has been my go-to flavor for the past month. The flavors go together really well, finding a perfect balance between the peanut butter, the pretzels and the fudge brownies. Another great thing about this flavor is the texture that it has which is pretty unique. Every bite you'll find a juxtaposition of the grainy pretzels and soft fudge swirls,. A truly delightful experience for the tastebuds!",Positive,"flavor, peanut butter, pretzels, fudge brownies, texture, grainy, soft fudge, swirls, delightful experience, tastebuds"
1_bj,AngelinaNotAngie,6/11/2020,5,Netflix and Chill’d is my new favorite flavor,0,0,"It’s so good. The brownies are legitimately delicious as brownies, not brown blobs like other brands. The peanut butter ice cream and pretzel streak compliment each other. So good. I might give in and have it for breakfast today...",Positive,"brownies ,peanut butter ice cream ,pretzel streak ,delicious ,breakfast"
1_bj,bananni,3/7/2020,4,Great PB Flavor!,1,1,Everything about this ice cream is amazing...except the brownies. They remind me of the cheap cosmic brownies you can get at the grocery store. The pretzel swirls are so tasty with them PB ice cream though!,Positive,"Ice cream,Brownies,Pretzel swirls,PB ice cream"
1_bj,Ukiwi78,7/7/2020,1,High Expectations Not Meet,1,1,"Hard to go wrong with ice cream, peanut butter, pretzel and cookies. Somehow this does!",Positive," Ice Cream, Peanut Butter, Pretzel , Cookies"
1_bj,jwl2020,5/13/2020,5,May be my new favourite,0,0,This... is so good! I think its a perfect combo of salty and sweet; Didn't think I was too much of a peanut butter fan but this tastes so good honestly. I think it might beat Baked Alaska as my new favourite! PLS PLS PLS don't get rid of this flavour I know it's probably a limited edition or something but just rename it to something else without the Netflix.,Positive,"Review,Salty,Sweet,Peanut Butter,Baked Alaska,Limited Edition,Netflix"
1_bj,Lindseysprout,8/4/2020,1,Too salty,1,1,I am a life long fan of Ben & Jerry's and love most so flavors. This is the only one that I could not eat. I had to throw it out. The main problem was that it was way too salty.,Negative," Ben & Jerry's , Too Salty , Throw Out"
1_bj,dubweisser,5/14/2020,5,"Love it! However, weird question...",0,0,The flavors and textures work beautifully together. This is an extremely satisfying ice cream for my palette.,Positive," Flavors, Textures, Ice Cream, Satisfying, Palette"
1_bj,ReganRex,5/26/2020,1,What the heck were they thinking!?,1,6,"This is a terrible ""ice cream"" - I opened the pint, ate the bit stuck to the top of the lid and gagged so hard. How do you make peanut butter ice cream tasted like crushed hopes and dreams!? I'm so irrationally angry at this pint of ice cream I may never buy B&J's again... The only flavor I ever loved anyway was the creme brulee...",Negative,"ice cream, peanut butter, crushed hopes, dreams, irrationally angry, B&J's, creme brulee"
1_bj,Sleas_az,9/21/2020,2,Meh...,0,0,"I do KETO and this was my treat for my carb load day and I have to agree with another review that the pretzel pieces reminded me of eating sand...or KETO almond flour. Lol Alzo the brownie portion was sticky so it kept sticking to my teeth in am awkward way. Def not my fav flavor, sorry.",Negative,"KETO, carb load day, pretzel pieces, almond flour, brownie, sticky, teeth, flavor"
1_bj,NicM,7/15/2020,1,WAY too salty!!,1,1,I only had one piece of fudge and no pretzel bits! It was just pretzel crumbs & salt chunks in the middle. Sooooo dissappointed. :(,Negative,"review, fudge, pretzel bits, pretzel crumbs, salt chunks, disappointed"
1_bj,Geo85,8/18/2020,1,Flavor= Salt,1,1,Salt poured onto gross flavorless ice cream ... seriously not much else to say. Waste of money. Please go with other flavors.,Negative,"Salt,Gross,Flavorless,Ice Cream,Waste of Money,Other Flavors"
1_bj,jaylene,8/22/2020,5,New Favorite B&J Flavor!,0,0,"Can we take a moment to appreciate the delicious pretzel swirl in this, I need that in all my ice cream now! Such a great combination of flavors, the peanut butter ice cream is spot on and how Ben and Jerry's keeps their brownies so soft and fudgy is a miracle in itself. Love this flavor, so happy it looks like it will be a permanent flavor to the line!",Positive," pretzel swirl , peanut butter ice cream , Ben and Jerry's , brownies , permanent flavor"
1_bj,elliot01,5/17/2020,2,too much salt,1,1,"About every few bites, there is a clump of salt that tastes disgusting and feel likes you're biting sand.",Negative,"review, salt, clump, disgusting, biting sand"
1_bj,BoogieBoo,2/5/2020,5,Hooked,1,1,"I think I have a new favorite flavor. If they continue to make this flavor, I'm sure to get more!",Positive,"Favorite flavor,Continue making,Get more"
1_bj,Lunalillia,6/20/2020,5,BEST ICE CREAM I HAVE EVER HAD,0,0,"I am writing this while eating my favorite ice-cream ever ! Honestly, i've discovered it during quarantine because i could not find my flavor at the grocery store. Sweet and yet salty; mix of texture really i am obessed and you should definitely trying ! This is my first time writing a review for something but really it is so wooooorthy !",Positive,"Ice cream,Quarantine,Favorite,Sweet ,Salty,Texture,Review,Grocery Store"
1_bj,eliz13413,6/13/2020,4,"Very tasty, however...",0,0,"I LOVE anything with peanut butter and pretzels, and this point delivers that in an excellent way. I don't care for the brownien pieces, however. They're too big and don't taste very good. I think small pieces of chocolate fudge would work a lot better. This will not stop me from buying more of this flavor, though, that is for sure!",Positive,"peanut butter, pretzels, brownie pieces, chocolate fudge, buying"
1_bj,Andrew1989,9/20/2020,1,Tastes like salty nutty sand,0,0,"I don't know if it was just my pint, but the chunks of pretzels were so small it was like eating sand that stuck to my teeth. I got this pint because I couldn't find my original pint Justice remixed anywhere, and I really regret it.",Negative,"pretzels, small, sand, teeth, Justice remixed, regret"
1_bj,Bmp87,4/27/2020,3,Meh,1,3,Was so excited about thia flavor. The peanut butter ice cream and pretzel swirl is bomb but my pint had 0 brownies!!! They need to rethink the final product. Its lack lust.,Negative," Peanut Butter , Ice Cream , Pretzel Swirl , Brownies , Lack Lust"
1_bj,YouAreSalty,6/19/2020,5,It’s not salty bro!,0,0,"I’m not a big peanut butter and chocolate fan BUT The peanut butter is so subtle in this icecream and with the pretzels it creates a dream and balances out the brownies. It’s amazing, I thought the tonight dough is my favourite but this is giving it a run for its money in my favourites",Positive," Peanut butter , Chocolate , Pretzels , Brownies, Tonight Dough"
1_bj,Bambooninja,6/11/2020,4,Wonderful peanut butter flavor,0,0,I bought this to complement some chocolate cake. The peanut butter flavor is fabulous. The salt from the pretzel enhances the flavor. I'm on the fence about the brownie because I found it a bit gooey. Brownies are a good idea but maybe make them smaller and more chewy.,Positive," Peanut butter, Chocolate Cake , Pretzel , Brownie, Salt, Gooey, Chewy"
1_bj,SweetNSalty,9/1/2020,5,Great Taste!,0,0,"I've seen a few people complain about the saltiness. Pretzels are salty and it might not be the flavor for you. However, to those of us who love pretzels, peanut butter, and brownies: This is a GREAT flavor for those of us who like the sweet and salty mix of flavors!",Positive,1. Saltiness2. Pretzels3. Peanut butter4. Brownies5. Sweet and salty mix of flavors
1_bj,Spisha73,8/5/2020,4,Awesome flavors,0,0,"I loved the flavors of this (one of my favorites so far) ... my only suggestion ... (I understand that it says a pretzel swirl) but some extra chunks of pretzel pieces would be nice... unless I just got a
dud... but still loved and can’t wait to purchase again.",Positive,"flavors, favorites, suggestion, pretzel swirl, extra chunks, pretzel pieces, dud, loved, purchase"
1_bj,22snew,2/29/2020,5,Netflix n chilled,0,0,"THIS IS THE BEST FLAVOR EVER!!!! this flavor has been available for less than a week and my roommates and I have already bought 5 (yes you heard that right, 5!) pints!! The perfect blend of flavors. I hope this is a flavor for as long as I live! By far the best!",Positive,"best flavor ,5 pints ,perfect blend ,long as I live"
1_bj,Thebandits,5/19/2020,5,Gave my husband a sweet tooth.,0,0,"Delicious sweet-salty flavour is our household favourite. My husband doesn’t usually eat dessert and the first tub we bought, I had a single, humble scoop, only to find out the next evening that he had finished the pot. I wish I had a bigger freezer.",Positive,1. Sweet-Salty flavour2. Dessert3. Husband4. Single scoop5. Bigger freezer
1_bj,,8/31/2020,4,I've Bought it Three Times,0,0,"Peanut butter and then the juxtaposition of the salt in the pretzels. So...read the review title and that's pretty much all. I watch movies with it, usually documentaries, dark comedies, or something uber tacky and sentimental like ""Dumb and Dumber.""",Neutral,"Peanut butter, salt, pretzels, documentaries, dark comedies, Dumb and Dumber"
1_bj,Debra8308,8/10/2020,5,Simply amazzzin,0,0,"This ice cream is the perfect balance of different flavors all in one! I just can not get enough. Just when I think I have had enough I gotta keep going back to get more of that flavor explosion! Great job, please please don’t ever stop making it!!",Positive,"ice cream, different flavors, flavor explosion, great job"
1_bj,Cas4,6/8/2020,5,Best flavor of all time,0,0,If they get rid of this flavor I’ll literally sob! It’s the best one they’ve ever made! I’m not an ice cream person but bought one out of sheer curiosity and I can’t stop. It’s perfectly salty and sweet! Hands down the best ice cream I’ve ever had!,Positive,"Answer:Ice Cream, Best, Salty, Sweet, Curiosity, Sob"
1_bj,givemethecream007,5/7/2020,4,Golden ratio ice cream,0,0,"The peanut butter ice cream is deliciously rich and creamy. The brownie swirls are gooey and proportional with every bite, which pairs so well with the ice cream. The pretzels add an awesome touch to a balanced sweetness, salty and not too crunchy.",Positive," Peanut butter, Ice cream, Brownie swirls, Gooey, Pretzels, Sweetness, Salty, Crunchy"
1_bj,IceCreamLovinBaddie94,7/3/2020,5,So creamy and great flavours!,0,0,"Absolutely love it, the peanut butter ice cream is amazing- such great flavour and texture and the rich brownie just cuts through the thick peanut butter taste SO WELL. Absolutely love this flavour, they have again delivered a master piece",Positive,Peanut Butter Ice Cream Rich Brownie Flavour Texture Great Flavour Master Piece
1_bj,TommyG,8/5/2020,3,Interesting blend of flavors,0,0,The Peanut Butter flavor is very good although the fudge seems out of place and rubbery. The salted pretzel is a nice compliment to the PB but the overall blend of flavors reminds me of a PB&J sandwich. OK but not amazing.,Neutral,"Peanut Butter,Fudge,Salted Pretzel,PB&J sandwich"
1_bj,sarah123,6/11/2020,5,MY MOST FAVORITE ICE CREAM IN THE WORLD,0,0,I love this ice cream and the pretzel swirl is my favorite thing. I've been waiting for B&Js to come back with this flavor. I like how salty it is. I've bought many to make sure I am stocked up. Please keep this flavor!,Positive," Ice Cream , Pretzel , Swirl , B&Js , Salty , Stock Up"
1_bj,Bloomable,6/7/2020,5,It’s just Amazing,0,0,This ice cream is so delicious. As soon as I tasted it I knew it would be a regular in my ice cream rotation. It’s the perfect mixture of salty and sweet and the flavors are just balanced really well. Highly recommend.,Positive,"Ice cream,Delicious,Salty,Sweet,Balanced,Recommend"
1_bj,haley123,8/25/2020,4,SO good,0,0,Sunday cheat night arrived and I already knew exactly what I was gonna do with it. This ice cream is delicious - the only reason I gave it four stars instead of five is because I wish it had more pretzels/saltiness.,Positive,"Ice cream, Delicious, Four stars, Five stars, Pretzels, Saltiness"
1_bj,BreG,8/7/2020,2,Where’s the Brownie?!?!,0,0,"Love the peanut butter flavour and the sweet and salty preztel swirls. Great for peanut butter lovers! However, I was disappointed that my pint did not have a single brownie bit, as mentioned in the description.",Positive,"Peanut Butter, Sweet, Salty, Preztel Swirls, Peanut Butter Lovers, Brownie Bits"
1_bj,Goon Squad,5/27/2020,5,Best flavor of all time,0,0,I truly haven’t ever had an ice cream I like as much as this one. It’s creamy and has hunks of fudgey brownie with the salty peanut butter and pretzel pieces. I’m obsessed and I request a lifetime supply.,Positive,"Ice Cream ,Creamy ,Fudgey Brownie ,Salty Peanut Butter ,Pretzel Pieces ,Lifetime Supply"
1_bj,kw81,4/2/2020,5,Great for PB lovers,0,0,"I got a pint a few weeks ago and was blown away. For the first time, I found an ice cream with a decent peanut butter flavor. The salty pretzel swirl adds a nice little flavor boost. I need more!",Positive," Ice cream, Peanut butter, Pretzel, Flavor, Salty, Swirl"
1_bj,rstap,8/23/2020,5,This stuff is bomb!,0,0,"I didn’t think I would even like peanut butter ice cream and now this is one of my all time favorites!! I love the bit of saltiness and the brownie chunks are so soft. Oh man, it’s so dang gooooood.",Positive,"Peanut Butter ,Ice Cream ,Saltiness ,Brownie Chunks ,Soft ,Goooood"
1_bj,KayDee,9/13/2020,5,BEST ICE CREAM EVER,0,0,This is the best ice cream I have ever tasted. It is the perfect blend of salty and sweet. Please please please Misters Ben and Jerry make it a full-time product instead of a limited flavor.,Positive,"Ice cream,Best,Salty,Sweet,Misters Ben and Jerry,Limited Flavor"
1_bj,Rehab Radio,4/9/2020,5,NUMBER ONE,0,0,This ice cream is heavenly. I have never written a review for ice cream before but this particular flavor was LIFE ALTERING..PLEASE PLEASE PLEASE send more up to the Central Maine area.,Positive,"Ice Cream,Review,Heavenly,Flavor,Life Altering,Central Maine area"
1_bj,dejofran,8/14/2020,3,A bit too salty and not enough brownies,0,0,I would’ve loved more brownies and crunch pretzels. I liked the swirls but it was a bit salty. I’d choose chubby hubby over this one. I did enjoy the peanut butter ice cream.,Neutral,"Review,Brownies,Crunch Pretzels,Swirls,Salty,Chubby Hubby,Peanut Butter Ice Cream"
1_bj,Luandjoe,6/6/2020,5,Wow just wow - pretzels where u at,0,0,Delicious. Tastes like a peanut butter party on my tongue. Lots of brownie came through but the pretzels didn’t get the memo. Hopefully they come round in the next bowl,Positive,"Delicious,Peanut Butter,Brownie,Pretzels,Party,Bowl"
1_bj,Val22,9/18/2020,5,My new favorite flavor,0,0,I looked EVERYWHERE for this and it was totally worth it!! So so so good. Keep your eyes peeling in the freezer sections and don’t miss out!!,Positive,"Looked, Everywhere, Worth It, So Good, Freezer sections, Don't Miss Out"
